OTU.ID,Or.Ma.D.s,Or.Ma.R.s,Or.Ma.D.le,Or.Ma.R.le,Or.Ma.D.e,Or.Ma.R.e,Or.Ma.D.re,Or.Ma.R.re,Or.Ma.D.rz,Or.Ma.R.rz,Or.Ma.D.rzs,Or.Ma.R.rzs,Or.Sf.D.s,Or.Sf.R.s,Or.Sf.D.le,Or.Sf.R.le,Or.Sf.D.e,Or.Sf.R.e,Or.Sf.D.re,Or.Sf.R.re,Or.Sf.D.rz,Or.Sf.R.rz,Or.Sf.D.rzs,Or.Sf.R.rzs,Mg.Ma.D.s,Mg.Ma.R.s,Mg.Ma.D.le,Mg.Ma.R.le,Mg.Ma.D.e,Mg.Ma.R.e,Mg.Ma.R.re,Mg.Ma.D.rz,Mg.Ma.R.rz,Mg.Ma.D.rzs,Mg.Ma.R.rzs,Mg.Sf.D.s,Mg.Sf.R.s,Mg.Sf.D.le,Mg.Sf.R.le,Mg.Sf.D.e,Mg.Sf.R.e,Mg.Sf.D.re,Mg.Sf.R.re,Mg.Sf.D.rz,Mg.Sf.R.rz,Mg.Sf.D.rzs,Mg.Sf.R.rzs,Consensus.lineage
OTU_916,5,24,0,0,5,0,1,1,0,4,42,5,72,6,0,0,5,2,3,0,33,2,20,8,14,137,0,0,2,5,0,3,34,15,92,15,24,0,0,2,11,0,1,0,29,34,21,k__Bacteria;p__Chloroflexi;c__Bljii12;o__B07_WMSP1;f__FFCH4570;g__FFCH4570FA
OTU_917,14,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,0,1,0,0,0,0,0,5,2,0,2,0,1,1,0,0,0,0,3,5,0,0,0,1,1,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas
OTU_918,0,1,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,5,0,1,2,3,0,6,1,0,0,0,0,5,0,11,1,3,0,0,0,0,0,9,0,3,0,0,10,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_919,54,8,0,0,1,0,0,0,0,1,7,33,2,47,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,7,0,63,1,0,0,0,0,0,0,1,0,0,14,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR
OTU_921,2,4,0,0,0,1,9,0,1,4,14,11,3,0,0,0,1,0,136,1,27,1,6,8,8,0,0,0,0,0,0,2,9,5,8,16,0,0,0,1,0,0,1,0,9,4,3,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythromicrobium
OTU_922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,3,4,1714,0,0,6,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__MethylocystaceaeFA
OTU_923,1,0,0,0,1,0,0,0,2,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,k__Bacteria;p__Armatimonadetes;c__CH21;o__CH21CL;f__CH21CL;g__CH21CL
OTU_926,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_927,11,4,0,0,1,1,0,0,1,0,17,6,15,2,0,3,0,0,0,0,6,0,2,12,3,0,0,0,1,2,0,0,0,2,0,3,4,0,0,1,3,0,0,0,0,11,4,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__MC47;f__MC47OR;g__MC47OR
OTU_929,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,12,0,0,0,62,0,0,0,0,0,0,0,0,0,5,1507,0,0,0,0,0,0,k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Phormidium
OTU_932,3,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__SolirubrobacteralesOR;g__SolirubrobacteralesOR
OTU_933,11,8,0,0,3,3,2,0,1,1,7,8,2,18,0,0,0,7,0,0,19,1,11,12,14,9,0,0,2,3,0,11,4,15,15,9,10,0,0,1,10,0,0,0,22,13,21,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Catellatospora
OTU_934,0,1,0,0,0,8,0,0,0,0,0,3,71,31,0,0,30,263,0,0,0,1,5,1,0,0,0,0,0,89,0,0,0,1,1,0,33,0,0,27,9,0,1,0,1,443,3,k__Bacteria;p__Cyanobacteria
OTU_935,5,71,0,0,7,2,0,0,0,0,23,9,134,27,0,0,6,3,1,0,8,2,12,38,2,14,0,0,2,6,0,0,1,15,4,0,103,0,0,0,22,0,0,0,3,77,3,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter
OTU_937,9,0,0,0,0,0,55,15,4,19,5,0,0,3,0,1,0,0,18,12,13,2,1,8,1,0,0,0,0,0,0,3,0,2,3,0,0,0,0,1,0,0,3,0,2,2,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium
OTU_938,18,19,0,0,0,0,0,0,0,2,30,18,2,13,0,0,0,0,0,0,1,1,9,20,8,14,0,0,0,1,2,2,1,13,37,5,12,0,0,0,0,0,0,0,5,8,14,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR
OTU_939,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA
OTU_940,9,10,0,0,0,4,0,0,0,0,13,7,36,8,0,0,0,0,0,0,2,2,3,9,8,5,0,0,0,2,1,1,0,3,4,1,8,0,0,0,3,0,0,1,3,31,6,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__MC47;f__MC47OR;g__MC47OR
OTU_941,3,0,0,0,24,1,0,0,1,0,2,1,8,10,0,0,42,29,0,0,10,2,3,6,19,0,0,0,2,16,0,4,1,1,1,7,5,0,0,21,13,0,0,0,0,25,2,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__Hymenobacter
OTU_943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__Bljii12;o__AKYG885;f__Dolo_23;g__Dolo_23FA
OTU_945,9,3,0,0,0,0,0,0,0,3,26,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,7,3,20,0,0,0,0,0,0,0,0,0,0,6,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__Sporocytophaga
OTU_947,13,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Solibacter
OTU_948,1,3,0,0,3,0,10,0,1,2,6,4,0,1,0,0,0,2,0,0,2,0,4,19,2,3,0,0,0,0,1,6,7,18,30,16,0,1,0,0,1,2,5,0,13,0,9,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL
OTU_949,4,0,0,0,0,0,0,0,0,0,1,1,10,8,0,0,3,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,4,0,0,0,0,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__MC47;f__MC47OR;g__MC47OR
OTU_950,20,0,0,1,2,0,1,0,0,1,8,2,42,10,0,0,0,3,0,0,3,0,0,4,1,1,0,0,0,0,0,0,0,3,0,1,12,0,0,1,1,0,0,0,0,5,3,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter
OTU_951,15,10,0,0,0,0,0,2,1,0,8,4,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7,0,3,0,0,0,0,2,0,0,0,0,0,2,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__envOPS12OR;g__envOPS12OR
OTU_952,2,19,0,0,2,3,0,0,2,0,85,24,14,19,0,0,3,0,1,0,1,1,15,36,15,39,0,0,0,0,0,9,2,26,27,6,31,0,0,1,2,0,0,0,7,33,32,k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Spartobacteriales;f__Spartobacteriaceae;g__MC18
OTU_953,0,13,5,2,0,0,2,2,0,6,3,0,1,1,6,2,0,1,6,1,7,7,2,7,0,6,0,1,0,2,15,2,2,0,8,0,0,0,0,1,9,6,5,58,465,0,1,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia
OTU_954,1,4,0,2,1,3,0,0,0,1,12,4,15,9,0,0,5,4,0,0,9,2,5,12,3,11,0,0,1,4,0,4,6,8,9,6,11,0,0,4,17,0,0,2,6,19,8,k__Bacteria;p__Chloroflexi;c__Bljii12;o__B07_WMSP1;f__FFCH4570;g__FFCH4570FA
OTU_955,9,2,2,0,14,0,0,0,0,0,5,2,17,3,0,35,17,12,0,1,5,1,6,7,10,7,0,0,0,19,0,3,1,7,4,6,24,0,0,5,20,0,0,0,5,27,3,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__OxalobacteraceaeFA
OTU_959,6,1,0,1,3,4,0,0,0,0,1,4,1,6,0,0,0,7,8,0,0,0,2,2,2,1,0,0,0,2,0,0,0,4,0,1,1,0,0,1,4,0,0,0,0,2,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__SolirubrobacteraceaeFA
OTU_960,19,61,0,0,24,22,0,0,0,9,8,15,2,9,0,0,17,30,0,0,4,1,9,16,70,11,0,0,2,8,0,3,3,8,6,6,31,0,0,22,34,0,0,0,10,21,0,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__ChloroflexalesOR;g__ChloroflexalesOR
OTU_961,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__envOPS12OR;g__envOPS12OR
OTU_962,7,2,0,0,1,0,0,0,0,0,9,9,3,9,0,0,1,4,0,0,3,0,2,1,5,3,0,0,1,3,0,0,0,2,1,1,3,0,0,0,2,0,0,0,1,0,5,k__Bacteria;p__Chloroflexi;c__SOGA31;o__SOGA31CL;f__SOGA31CL;g__SOGA31CL
OTU_963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Azorhizobium
OTU_965,2,0,0,0,1,0,2,27,5,6,8,1,0,0,0,0,0,0,135,0,23,2,0,1,1,8,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4,6,12,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_967,2,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,7,1,2,0,0,0,0,2,0,0,0,0,0,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__RhodobiaceaeFA
OTU_968,2,4,0,0,6,2,0,0,0,2,8,7,8,14,0,0,16,27,0,0,9,1,17,12,17,6,0,0,2,8,0,3,3,7,10,12,35,0,0,8,9,0,0,0,8,29,11,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_970,140,11,0,0,13,0,0,0,3,1,79,32,9,0,0,0,0,0,0,0,0,0,0,1,134,13,0,0,2,0,0,8,0,39,5,0,0,0,0,0,19,0,0,0,0,1,0,k__Bacteria
OTU_971,7,5,0,0,12,2,0,0,0,1,1,2,1,2,0,0,7,16,0,0,2,1,2,1,4,5,0,0,5,22,0,5,3,5,5,5,6,0,0,14,12,0,0,0,18,8,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
OTU_972,0,0,0,14,14,660,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,25,49,0,0,0,0,0,0,0,0,0,16,611,0,0,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__RhizobialesOR;g__RhizobialesOR
OTU_973,9,6,0,0,0,0,0,0,1,1,7,5,0,7,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,1,0,1,0,3,6,1,0,0,0,0,1,0,0,2,0,0,8,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
OTU_974,4,7,0,0,4,1,0,0,0,0,4,0,0,11,0,0,1,1,0,0,1,0,1,1,1,9,0,0,0,1,0,0,0,2,1,1,7,0,0,0,0,0,0,0,0,2,1,k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Spartobacteriales;f__Spartobacteriaceae;g__Chthoniobacter
OTU_975,3,4,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,8,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__0319_7L14;f__0319_7L14OR;g__0319_7L14OR
OTU_976,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,4,6,2,0,0,1,1,0,0,3,0,0,5,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__HyphomonadaceaeFA
OTU_977,3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__HN1_15;f__HN1_15OR;g__HN1_15OR
OTU_979,3,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_980,1,1,0,0,0,0,0,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,21,k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__Sva0725OR;g__Sva0725OR
OTU_981,9,1,0,0,0,1,0,0,0,0,3,7,0,23,0,0,0,7,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,2,2,12,4,0,0,0,5,0,0,0,1,0,9,k__Bacteria;p__Chlorobi;c__SM1B09;o__SM1B09CL;f__SM1B09CL;g__SM1B09CL
OTU_985,13,9,0,0,9,1,0,0,0,1,4,8,2,7,0,0,2,17,0,0,4,0,7,2,4,8,0,0,0,3,0,1,7,5,4,8,11,0,0,1,13,0,0,1,1,6,4,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_987,49,4,0,0,0,1,0,0,0,1,25,3,0,8,0,0,1,0,0,0,2,0,1,0,4,0,0,0,0,0,0,2,0,3,1,3,0,0,0,1,0,0,0,1,0,1,4,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__BetaproteobacteriaCL;f__BetaproteobacteriaCL;g__BetaproteobacteriaCL
OTU_988,1,0,0,0,1,2,0,0,0,1,0,0,0,3,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,7,0,1,1,0,0,1,1,0,0,0,1,0,3,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_990,12,15,0,0,23,9,0,0,0,3,4,6,20,8,0,0,22,21,15,0,5,4,9,28,4,10,0,0,10,17,0,6,14,10,16,6,16,0,0,12,31,0,0,0,21,37,23,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__MethylobacteriaceaeFA
OTU_991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,3,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__Adhaeribacter
OTU_992,4,19,0,0,0,2,0,0,0,4,27,41,0,1,0,0,1,0,0,0,1,0,8,8,0,0,0,0,0,0,0,9,0,17,6,1,8,0,2,0,0,0,0,0,0,2,24,k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR
OTU_994,16,7,0,0,4,1,0,0,1,1,15,6,4,4,0,1,0,1,0,0,2,0,1,11,0,0,0,0,2,2,0,5,0,5,4,4,6,0,0,2,0,0,0,0,0,10,27,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__GemmatimonadalesOR;g__GemmatimonadalesOR
OTU_995,15,3,0,0,0,0,1,0,1,0,11,8,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,9,2,3,0,0,0,1,0,0,0,0,1,0,9,k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__Sva0725OR;g__Sva0725OR
OTU_996,33,22,0,0,1,0,0,0,0,1,70,19,1,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,16,1,13,1,0,0,0,0,0,0,0,0,1,0,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_997,1,1,0,0,0,0,0,0,0,0,2,0,2,6,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__MC47;f__MC47OR;g__MC47OR
OTU_998,0,11,0,0,5,0,14,0,0,0,8,5,4,0,0,0,0,0,0,0,19,5,5,16,2,1,0,0,0,0,0,10,1,10,9,6,10,0,0,0,3,0,0,0,13,21,5,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
OTU_1000,1,1,0,1,1,1,0,0,0,1,2,32,3,2,0,0,2,0,0,0,0,0,1,3,0,6,0,0,1,0,0,1,0,10,13,7,6,0,0,0,1,0,0,0,2,8,51,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira
OTU_1001,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Steroidobacter
OTU_1002,10,13,0,0,0,1,0,0,0,0,13,2,9,6,0,0,0,5,0,0,1,0,2,1,6,6,0,0,0,4,0,3,0,5,7,5,5,0,0,0,1,0,0,1,0,8,6,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
OTU_1004,0,0,24,0,1,0,0,0,0,0,0,0,0,0,19,1,1,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium
OTU_1005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__RhodobiaceaeFA
OTU_1006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR
OTU_1009,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__FlexibacteraceaeFA
OTU_1010,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
OTU_1011,16,3,0,0,1,0,0,0,1,1,5,8,0,9,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,2,0,1,0,3,1,8,1,0,0,1,4,0,0,0,0,3,5,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__MC47;f__MC47OR;g__MC47OR
OTU_1012,3,7,0,0,0,0,0,0,0,0,8,6,32,3,0,0,0,0,0,0,3,0,2,1,7,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,13,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__AcidimicrobialesOR;g__AcidimicrobialesOR
OTU_1013,3,8,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,5,0,0,0,1,1,8,0,0,0,0,0,7,0,0,1,2,1,1,7,0,0,0,0,0,0,0,3,0,1,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_1014,7,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,2,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__PseudonocardiaceaeFA
OTU_1015,10,2,0,0,1,1,0,0,0,0,7,5,3,6,0,0,0,2,2,0,1,0,6,13,0,6,0,0,0,1,0,0,1,5,14,10,9,0,0,1,0,0,0,0,5,13,24,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__MIZ46OR;g__MIZ46OR
OTU_1017,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,1,12,0,2,0,0,5,3,0,0,22,5,9,14,0,0,0,14,31,0,0,0,0,1,2,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Sphingobacteriaceae;g__SphingobacteriaceaeFA
OTU_1018,4,1,0,0,232,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura
OTU_1021,5,0,0,0,4,0,0,0,0,0,29,12,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6,6,3,1,0,0,0,0,0,0,1,2,2,35,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Catellatospora
OTU_1022,3,7,1,0,4,1,0,0,1,4,12,32,23,12,0,0,9,8,0,0,29,21,90,42,46,6,0,0,1,5,0,6,5,51,5,30,17,0,0,1,4,0,0,0,20,64,2,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Phycicoccus
OTU_1024,8,0,0,0,0,0,7,0,0,0,1,3,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,5,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
OTU_1025,4,1,0,0,1,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,1,4,8,1,1,0,0,0,1,0,0,1,2,0,2,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
OTU_1026,2,0,0,0,0,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,5,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea
